input,subject,subject_type,data/object,relation,object,object_type
图4-29信息框示例[27]4.4.2面向Web网页的知识抽取互联网中的网页含有丰富的数据，与普通文本数据相比，网页也具有一定的结构，因此也被视为是一种半结构化的数据。,半结构化的数据,知识表示,data,内容,网页也具有一定的结构，因此也被视为是一种半结构化的数据。,描述
包装器的生成方法有三大类：手工方法、包装器归纳方法和自动抽取方法。,包装器归纳方法,知识抽取,data,内容,包装器的生成方法有三大类：手工方法、包装器归纳方法和自动抽取方法。,描述
包装器的生成方法有三大类：手工方法、包装器归纳方法和自动抽取方法。,自动抽取方法,知识抽取,data,内容,包装器的生成方法有三大类：手工方法、包装器归纳方法和自动抽取方法。,描述
包装器的生成方法有三大类：手工方法、包装器归纳方法和自动抽取方法。,包装器的生成方法,知识抽取,object,包含,包装器归纳方法,知识抽取
包装器的生成方法有三大类：手工方法、包装器归纳方法和自动抽取方法。,包装器的生成方法,知识抽取,object,包含,自动抽取方法,知识抽取
图4-31基于包装器抽取网页信息的框架1.手工方法手工方法是通过人工分析构建包装器信息抽取的规则。,手工方法,知识抽取,data,被定义为,通过人工分析构建包装器信息抽取的规则,描述
手工方法需要查看网页结构和代码，在人工分析的基础上，手工编写出适合当前网站的抽取表达式；表达式的形式一般可以是XPath表达式、CSS选择器的表达式等。,XPath表达式,知识抽取,data,内容,手工方法需要查看网页结构和代码，在人工分析的基础上，手工编写出适合当前网站的抽取表达式；表达式的形式一般可以是XPath表达式,描述
手工方法需要查看网页结构和代码，在人工分析的基础上，手工编写出适合当前网站的抽取表达式；表达式的形式一般可以是XPath表达式、CSS选择器的表达式等。,CSS选择器的表达式,知识抽取,data,内容,手工方法需要查看网页结构和代码，在人工分析的基础上，手工编写出适合当前网站的抽取表达式；表达式的形式一般可以是CSS选择器的表达式等,描述
分析图4-30中的搜索结果页面，价格信息的CSS选择器表达式为：2.包装器归纳方法包装器归纳方法是基于有监督学习方法从已标注的训练样例集合中学习信息抽取的规则，然后对相同模板的其他网页进行数据抽取的方法。,包装器归纳方法,知识抽取,data,被定义为,基于有监督学习方法从已标注的训练样例集合中学习信息抽取的规则，然后对相同模板的其他网页进行数据抽取的方法,描述
3.自动抽取方法包装器归纳方法需要大量的人工标注工作，因而不适用对大量站点进行数据的抽取。,包装器归纳方法,知识抽取,data,缺点,需要大量的人工标注工作，因而不适用对大量站点进行数据的抽取,描述
在自动抽取方法中，相似的网页首先通过聚类被分成若干组，通过挖掘同一组中相似网页的重复模式，可以生成适用于该组网页的包装器。,自动抽取方法,知识抽取,data,方法,相似的网页首先通过聚类被分成若干组，通过挖掘同一组中相似网页的重复模式，可以生成适用于该组网页的包装器,描述
在自动抽取方法中，相似的网页首先通过聚类被分成若干组，通过挖掘同一组中相似网页的重复模式，可以生成适用于该组网页的包装器。,包装器,知识抽取,data,作用,适用于该组网页,描述
表4-5Web页面的信息抽取方法对比4.5知识挖掘知识挖掘是从已有的实体及实体关系出发挖掘新的知识，具体包括知识内容挖掘和知识结构挖掘。,知识挖掘,知识抽取,data,被定义为,从已有的实体及实体关系出发挖掘新的知识，具体包括知识内容挖掘和知识结构挖掘,描述
表4-5Web页面的信息抽取方法对比4.5知识挖掘知识挖掘是从已有的实体及实体关系出发挖掘新的知识，具体包括知识内容挖掘和知识结构挖掘。,知识挖掘,知识抽取,object,包含,知识内容挖掘,知识抽取
表4-5Web页面的信息抽取方法对比4.5知识挖掘知识挖掘是从已有的实体及实体关系出发挖掘新的知识，具体包括知识内容挖掘和知识结构挖掘。,知识挖掘,知识抽取,object,包含,知识结构挖掘,知识抽取
4.5.1知识内容挖掘：实体链接实体链接是指将文本中的实体指称（Mention）链向其在给定知识库中目标实体的过程。,实体链接,知识抽取,data,被定义为,将文本中的实体指称（Mention）链向其在给定知识库中目标实体的过程,描述
4.5.1知识内容挖掘：实体链接实体链接是指将文本中的实体指称（Mention）链向其在给定知识库中目标实体的过程。,实体链接,知识抽取,object,实例,知识内容挖掘,知识抽取
4.5.1知识内容挖掘：实体链接实体链接是指将文本中的实体指称（Mention）链向其在给定知识库中目标实体的过程。,知识内容挖掘,知识抽取,data,内容,实体链接,知识抽取
实体链接可以将文本数据转化为有实体标注的形式，建立文本与知识库的联系，可以为进一步文本分析和处理提供基础。,实体链接,知识抽取,data,作用,将文本数据转化为有实体标注的形式，建立文本与知识库的联系，可以为进一步文本分析和处理提供基础,描述
通过实体链接，文本中的实体指称与其在知识库中对应的实体建立了链接。,实体链接,知识抽取,data,内容,文本中的实体指称与其在知识库中对应的实体建立了链接,描述
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,实体链接,知识抽取,data,内容,实体指称识别、候选实体生成和候选实体消歧三个步骤,描述
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,实体指称识别,知识抽取,data,方法,不同的技术和方法,描述
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,实体指称识别,知识抽取,object,实例,实体链接,知识抽取
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,候选实体生成,知识抽取,data,方法,不同的技术和方法,描述
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,候选实体生成,知识抽取,object,实例,实体链接,知识抽取
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,候选实体消歧,知识抽取,data,方法,不同的技术和方法,描述
实体链接的基本流程如图4-33所示，包括实体指称识别、候选实体生成和候选实体消歧三个步骤，每个步骤都可以采用不同的技术和方法。,候选实体消歧,知识抽取,object,实例,实体链接,知识抽取
图4-32实体链接示例图4-33实体链接的基本流程1.实体指称识别实体链接的第一步是要识别出文本中的实体指称，例如从图4-32给出的文本中识别[乔丹]、[美国]、[NBA]等。,实体链接,知识抽取,object,前提,实体指称识别,知识抽取
该步骤主要通过命名实体识别技术或者词典匹配技术实现。,命名实体识别技术,知识抽取,data,方法,该步骤主要通过命名实体识别技术或者词典匹配技术实现。,描述
该步骤主要通过命名实体识别技术或者词典匹配技术实现。,命名实体识别技术,知识抽取,object,实现,该步骤,步骤
该步骤主要通过命名实体识别技术或者词典匹配技术实现。,词典匹配技术,知识抽取,data,方法,该步骤主要通过命名实体识别技术或者词典匹配技术实现。,描述
该步骤主要通过命名实体识别技术或者词典匹配技术实现。,词典匹配技术,知识抽取,object,实现,该步骤,步骤
命名实体识别技术在本章前面已经介绍过；词典匹配技术需要首先构建问题领域的实体指称词典，通过直接与文本的匹配识别指称。,词典匹配技术,知识抽取,data,方法,需要首先构建问题领域的实体指称词典，通过直接与文本的匹配识别指称,描述
命名实体识别技术在本章前面已经介绍过；词典匹配技术需要首先构建问题领域的实体指称词典，通过直接与文本的匹配识别指称。,词典匹配技术,知识抽取,object,前提,实体指称词典,知识表示
2.候选实体生成候选实体生成是确定文本中的实体指称可能指向的实体集合。,候选实体生成,知识抽取,data,作用,确定文本中的实体指称可能指向的实体集合,描述
生成实体指称的候选实体有以下三种方法：（1）表层名字扩展。,生成实体指称,知识抽取,data,方法,表层名字扩展,知识抽取
除了使用模式匹配的方法，也有一些方法通过有监督学习的技术从文本中抽取复杂的实体名称缩写。,有监督学习,知识抽取,data,方法,从文本中抽取复杂的实体名称缩写,知识抽取
很多实体链接系统都基于维基百科数据构建查询实体引用表，建立实体提及与候选实体的对应关系。,实体链接系统,知识抽取,data,内容,基于维基百科数据构建查询实体引用表，建立实体提及与候选实体的对应关系,描述
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,查询实体引用表,知识存储,data,内容,基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系,方法描述
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,查询实体引用表,知识存储,object,包含,实体提及,知识抽取
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,查询实体引用表,知识存储,object,包含,实体,知识表示
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,词条正文超链接,链接,data,链接,实体提及与实体的对应关系,知识抽取
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,维基百科,知识图谱项目,object,包含,词条页面,知识抽取
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,维基百科,知识图谱项目,object,包含,重定向页面,知识抽取
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,维基百科,知识图谱项目,object,包含,消歧页面,知识抽取
为了构建查询实体引用表，常用的方法是基于维基百科中的词条页面、重定向页面、消歧页面、词条正文超链接等抽取实体提及与实体的对应关系。,维基百科,知识图谱项目,object,包含,词条正文超链接,链接
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,知识库中的实体,知识表示,data,被定义为,维基百科词条页面描述的对象,描述
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,知识库中的实体,知识表示,object,包含,实体提及,知识表示
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,实体提及,知识表示,data,被定义为,词条页面的标题,描述
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,重定向页面,知识表示,data,被定义为,其标题可以作为其所指向词条实体的提及,描述
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,重定向页面,知识表示,object,包含,实体提及,知识表示
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,消歧页面,知识表示,data,被定义为,其标题可作为实体提及，其对应的实体是页面中列出的词条实体,描述
维基百科词条页面描述的对象通常被当作知识库中的实体，词条页面的标题即为实体提及；重定向页面的标题可以作为其所指向词条实体的提及；消歧页面标题可作为实体提及，其对应的实体是页面中列出的词条实体。,消歧页面,知识表示,object,包含,实体提及,知识表示
表4-5实体引用表示例3.候选实体消歧在确定文本中的实体指称和它们的候选实体后，实体链接系统需要为每一个实体指称确定其指向的实体，这一步骤被称为候选实体消歧。,候选实体消歧,知识抽取,data,被定义为,在确定文本中的实体指称和它们的候选实体后，实体链接系统需要为每一个实体指称确定其指向的实体，这一步骤被称为候选实体消歧,描述
一般地，候选实体消歧被作为排序问题进行求解；即给定实体提及，对它的候选实体按照链接可能性由大到小进行排序。,候选实体消歧,知识融合,data,方法,被作为排序问题进行求解；即给定实体提及，对它的候选实体按照链接可能性由大到小进行排序,描述
总体上，候选实体消歧方法包括基于图的方法、基于概率生成模型的方法、基于主题模型的方法和基于深度学习的方法等。,候选实体消歧方法,知识抽取,data,方法,基于图的方法、基于概率生成模型的方法、基于主题模型的方法和基于深度学习的方法,知识抽取
基于图的方法将实体指称、实体以及它们之间的关系通过图的形式表示出来，然后在图上对实体指称之间、候选实体之间、实体指称与候选实体之间的关联关系进行协同推理。,基于图的方法,知识表示,data,方法,将实体指称、实体以及它们之间的关系通过图的形式表示出来，然后在图上对实体指称之间、候选实体之间、实体指称与候选实体之间的关联关系进行协同推理,描述
基于图的方法将实体指称、实体以及它们之间的关系通过图的形式表示出来，然后在图上对实体指称之间、候选实体之间、实体指称与候选实体之间的关联关系进行协同推理。,图的形式表示,知识表示,object,包含,实体指称,知识表示
基于图的方法将实体指称、实体以及它们之间的关系通过图的形式表示出来，然后在图上对实体指称之间、候选实体之间、实体指称与候选实体之间的关联关系进行协同推理。,图的形式表示,知识表示,object,包含,关联关系,知识表示
基于图的方法将实体指称、实体以及它们之间的关系通过图的形式表示出来，然后在图上对实体指称之间、候选实体之间、实体指称与候选实体之间的关联关系进行协同推理。,协同推理,知识推理,object,包含,实体指称,知识表示
基于图的方法将实体指称、实体以及它们之间的关系通过图的形式表示出来，然后在图上对实体指称之间、候选实体之间、实体指称与候选实体之间的关联关系进行协同推理。,协同推理,知识推理,object,包含,候选实体,知识表示
该类方法比较具有代表性的是Han等人较早提出的基于参照图（Referent_Graph）协同实体链接方法[33]。,协同实体链接方法,知识融合,data,方法,基于参照图（Referent_Graph）,知识表示
该类方法比较具有代表性的是Han等人较早提出的基于参照图（Referent_Graph）协同实体链接方法[33]。,协同实体链接方法,知识融合,object,实例,参照图,知识表示
该类方法比较具有代表性的是Han等人较早提出的基于参照图（Referent_Graph）协同实体链接方法[33]。,参照图,知识表示,data,英文名,Referent_Graph,文本描述
Han等人提出在候选实体消歧时，首先建立如图4-34所示的参照图，图中对实体、提及-实体、实体-实体的关系进行了表示；图中实体提及和实体间的加权边表示了它们的局部依赖性；实体和实体间的加权边代表实体间的语义相关度，为进行全局协同的实体消歧提供了基础。,参照图,知识表示,data,内容,图中对实体、提及-实体、实体-实体的关系进行了表示,描述
Han等人提出在候选实体消歧时，首先建立如图4-34所示的参照图，图中对实体、提及-实体、实体-实体的关系进行了表示；图中实体提及和实体间的加权边表示了它们的局部依赖性；实体和实体间的加权边代表实体间的语义相关度，为进行全局协同的实体消歧提供了基础。,提及-实体,知识表示,data,内容,图中实体提及和实体间的加权边表示了它们的局部依赖性,描述
Han等人提出在候选实体消歧时，首先建立如图4-34所示的参照图，图中对实体、提及-实体、实体-实体的关系进行了表示；图中实体提及和实体间的加权边表示了它们的局部依赖性；实体和实体间的加权边代表实体间的语义相关度，为进行全局协同的实体消歧提供了基础。,实体-实体,知识表示,data,内容,实体和实体间的加权边代表实体间的语义相关度，为进行全局协同的实体消歧提供了基础,描述
在计算了实体提及的初始重要性度量等人的方法将其作为实体消歧的初始依据并在参照图上进行传递，该过程与后，Han_PageRank算法中节点rank值的传递与更新方式类似。,实体消歧,知识融合,data,方法,计算了实体提及的初始重要性度量等人的方法将其作为初始依据并在参照图上进行传递,描述
在计算了实体提及的初始重要性度量等人的方法将其作为实体消歧的初始依据并在参照图上进行传递，该过程与后，Han_PageRank算法中节点rank值的传递与更新方式类似。,Han_PageRank算法,知识推理,data,方法,节点rank值的传递与更新方式,描述
最后，基于实体消歧依据的传递结果，计算一个结合局部相容度和全局依赖性的实体消歧目标函数，为每个实体提及确定能使目标函数最大化的目标实体，从而得到实体消歧结果。,实体消歧目标函数,知识表示,data,内容,结合局部相容度和全局依赖性,描述
最后，基于实体消歧依据的传递结果，计算一个结合局部相容度和全局依赖性的实体消歧目标函数，为每个实体提及确定能使目标函数最大化的目标实体，从而得到实体消歧结果。,实体消歧目标函数,知识表示,data,目标,为每个实体提及确定能使目标函数最大化的目标实体，从而得到实体消歧结果,描述
最后，基于实体消歧依据的传递结果，计算一个结合局部相容度和全局依赖性的实体消歧目标函数，为每个实体提及确定能使目标函数最大化的目标实体，从而得到实体消歧结果。,实体消歧,知识抽取,data,方法,计算一个结合局部相容度和全局依赖性的实体消歧目标函数，为每个实体提及确定能使目标函数最大化的目标实体,方法描述
采用基于图的方法进行候选实体消歧的实体链接系统还有文献[34]、文献[35]等。,实体链接系统,知识抽取,data,方法,基于图的方法进行候选实体消歧,方法描述
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,概率生成模型,知识表示,data,内容,对实体提及和实体的联合概率进行建模,描述
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,概率生成模型,知识表示,data,作用,可以通过模型的推理求解实体消歧问题,描述
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,概率生成模型,知识表示,object,前提,实体消歧,知识融合
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,实体消歧,知识融合,data,方法,基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题,描述
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,实体提及,知识抽取,object,前提,实体消歧,知识融合
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,实体,知识抽取,object,前提,实体消歧,知识融合
基于概率生成模型对实体提及和实体的联合概率进行建模，可以通过模型的推理求解实体消歧问题。,联合概率,知识表示,object,前提,实体消歧,知识融合
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",联合概率,知识表示,data,被定义为,"P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）",数学表达式
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",联合概率,知识表示,object,前提,实体流行度,知识表示
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",联合概率,知识表示,object,前提,实体名称知识,知识表示
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",联合概率,知识表示,object,前提,上下文知识,知识表示
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",实体流行度,知识表示,data,被定义为,P（e）,数学表达式
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",实体名称知识,知识表示,data,被定义为,P（s|e）,数学表达式
"根据上述实体提及的生成过程，实体和提及的联合概率可以定义为P（m,e）=P（s,c,e）=P（e）P（s|e）P（c|e）在该方法中，P（e）对应了实体的流行度，P（s|e）对应了实体名称知识，P（c|e）对应了上下文知识。",上下文知识,知识表示,data,被定义为,P（c|e）,数学表达式
基于该思想，他们提出了实体-主题模型，可以对实体在文本中的相容度、实体与话题的一致性进行联合建模，从而提升实体链接的结果。,实体-主题模型,知识表示,data,作用,对实体在文本中的相容度、实体与话题的一致性进行联合建模，从而提升实体链接的结果,描述
基于该思想，他们提出了实体-主题模型，可以对实体在文本中的相容度、实体与话题的一致性进行联合建模，从而提升实体链接的结果。,实体-主题模型,知识表示,object,实现,实体链接,知识融合
实体-主题模型如图4-36所示，给定主题数量T、实体数量E、实体名称数量K和词的数量V，实体-主题模型通过如下过程生成关于主题、实体名称和实体上下文的全局知识。,实体-主题模型,知识表示,data,内容,给定主题数量T、实体数量E、实体名称数量K和词的数量V，实体-主题模型通过如下过程生成关于主题、实体名称和实体上下文的全局知识。,描述
实体-主题模型如图4-36所示，给定主题数量T、实体数量E、实体名称数量K和词的数量V，实体-主题模型通过如下过程生成关于主题、实体名称和实体上下文的全局知识。,实体-主题模型,知识表示,object,包含,主题数量,知识表示
实体-主题模型如图4-36所示，给定主题数量T、实体数量E、实体名称数量K和词的数量V，实体-主题模型通过如下过程生成关于主题、实体名称和实体上下文的全局知识。,实体-主题模型,知识表示,object,包含,实体数量,知识表示
实体-主题模型如图4-36所示，给定主题数量T、实体数量E、实体名称数量K和词的数量V，实体-主题模型通过如下过程生成关于主题、实体名称和实体上下文的全局知识。,实体-主题模型,知识表示,object,包含,实体名称数量,知识表示
实体-主题模型如图4-36所示，给定主题数量T、实体数量E、实体名称数量K和词的数量V，实体-主题模型通过如下过程生成关于主题、实体名称和实体上下文的全局知识。,实体-主题模型,知识表示,object,包含,词的数量,知识表示
通过吉布斯抽样算法，可以基于实体-主题模型推断获得实体消歧所需的决策信息。,吉布斯抽样算法,知识推理,data,作用,基于实体-主题模型推断获得实体消歧所需的决策信息,功能描述
通过吉布斯抽样算法，可以基于实体-主题模型推断获得实体消歧所需的决策信息。,吉布斯抽样算法,知识推理,object,实现,实体消歧,知识融合
通过吉布斯抽样算法，可以基于实体-主题模型推断获得实体消歧所需的决策信息。,实体-主题模型,知识表示,data,内容,推断获得实体消歧所需的决策信息,描述
因为在利用上下文中信息或进行协同实体消歧时，都需要评价实体与实体的相关度。,协同实体消歧,知识融合,data,内容,利用上下文中信息或进行协同实体消歧时，都需要评价实体与实体的相关度,描述
因为在利用上下文中信息或进行协同实体消歧时，都需要评价实体与实体的相关度。,协同实体消歧,知识融合,object,前提,实体相关度,知识表示
因为在利用上下文中信息或进行协同实体消歧时，都需要评价实体与实体的相关度。,实体相关度,知识表示,data,内容,利用上下文中信息或进行协同实体消歧时，都需要评价实体与实体的相关度,描述
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,实体,知识表示,data,内容,实体E,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,关系,知识表示,data,内容,实体拥有的关系R,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,实体类型,知识表示,data,内容,实体类型ET,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,实体描述,知识表示,data,内容,实体描述D,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,输入信息,知识表示,object,由组成,实体,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,输入信息,知识表示,object,由组成,关系,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,输入信息,知识表示,object,由组成,实体类型,知识表示
在输入层，每个实体对应的输入信息包括实体E、实体拥有的关系R、实体类型ET和实体描述D。,输入信息,知识表示,object,由组成,实体描述,知识表示
基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示；两个实体的相关度被定义为它们语义层表示向量的余弦相似度。,余弦相似度,知识推理,data,被定义为,两个实体的相关度被定义为它们语义层表示向量的余弦相似度,描述
基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示；两个实体的相关度被定义为它们语义层表示向量的余弦相似度。,词袋,知识表示,data,内容,基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示,描述
基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示；两个实体的相关度被定义为它们语义层表示向量的余弦相似度。,独热表示,知识表示,data,内容,基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示,描述
基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示；两个实体的相关度被定义为它们语义层表示向量的余弦相似度。,词散列层,知识表示,data,内容,基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示,描述
基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示；两个实体的相关度被定义为它们语义层表示向量的余弦相似度。,语义层,知识表示,data,内容,基于词袋和独热表示的输入经过词散列层进行降维，然后经过多层神经网络的非线性变换，得到语义层上实体的表示,描述
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",归纳逻辑程序设计,知识表示,data,被定义为,以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法,描述
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",归纳逻辑程序设计,知识表示,data,英文名,Inductive_Logic_Programming,知识表示
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",归纳逻辑程序设计,知识表示,data,英文名,ILP,知识表示
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",归纳逻辑程序设计,知识表示,object,包含,一阶逻辑归纳,知识表示
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",归纳逻辑程序设计,知识表示,object,包含,符号规则学习算法,知识推理
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",Inductive_Logic_Programming,知识表示,data,被定义为,以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法,描述
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",Inductive_Logic_Programming,知识表示,object,实例,符号规则学习算法,知识推理
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",Inductive_Logic_Programming,知识表示,object,等价,ILP,知识表示
"图4-37实体提及生成过程示例[38]4.5.2知识结构挖掘：规则挖掘1.归纳逻辑程序设计归纳逻辑程序设计（Inductive_Logic_Programming,ILP）是以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法[39]。",ILP,知识表示,data,被定义为,以一阶逻辑归纳为理论基础，并以一阶逻辑为表达语言的符号规则学习算法,描述
